,ID,Name,Type
1237,122L*,Blind Wolf Keeps Guard over a Captive Ox,"A blinded wolf guards an ox. The oxs legs are tied together. The ox begs the wolf to free them because the bonds are too tight. Then he gives the wolf wooden sticks to hold instead of his feet, and runs away. Cf. Type 5."
1238,122M*,The Ram Runs Straight into the Wolfs Stomach,(Including the previous Type 126C*.) A wolf wants to eat a ram. The ram asks him to open his mouth wide so that he can jump right into it. He butts the wolf with his horns and escapes.
1239,122N*,The Donkey Persuades the Wolf to Ride on his Back to the village,"A wolf wants to eat a donkey, but the donkey persuades him that the villagers want the wolf as their mayor. The wolf rides on the back of the donkey to the village, and the villagers beat the wolf with sticks."
1240,122Z,Other Tricks to Escape Being Eaten,"(Including the previous Types 69** and 87B*.) This miscellaneous type consists of various tales about other tricks of animals to escape being eaten by the wolf (fox, etc. )."
1241,123,The Wolf and the Kids,"A wolf comes while a mother goat is away, hoping to eat her kids (kid). When they do not open the door, the wolf changes his voice [K1832, K311.3] and colors his paws with flour [K1839.1]. The children believe that it is their mother and they open the door. The wolf eats the kids (all except one). The youngest kid hides in a clock. The mother returns and takes revenge on the wolf. She finds him asleep, cuts her children out of his belly [F913], and fills it with stones [Q426]. Or, she challenges him to a fight, which she wins. Or, she invites him to her house where he falls into a pit of hot coals. Cf. Types 333, 705B, 2028. In older variants the kid obeys his mother and does not open the door [J144]."
1242,123A,The Fox Buys a Foal and Leaves it at Home,A fox cheats some herdsmen out of a foal which he raises. One day when the fox is not at home a wolf changes his voice. The foal lets the wolf into the house and is eaten. The fox takes revenge on the wolf. Cf. Type 123.
1243,123B,Wolf in Sheeps Clothing Gains Admission to the Fold,"This miscellaneous type consists of various tales, in which a wolf (fox) disguises himself as a sheep (occasionally a shepherd) in order to join the herd and eat the sheep [K828.1, K934]. Either he succeeds, or he is discovered and beaten (killed). Cf. Types 37, 214B."
1244,124,Blowing the House In [Z81],"(Including the previous Type 124A*.) A goose builds a house of feathers, a hog one of stone. A wolf (bear) blows the gooses house down and eats her. He cannot blow down the hogs house. He tries to lure the hog but the hog outwits him: e.g. the wolf suggests they steal apples together (go to the market) but the hog goes earlier so that the wolf cannot eat him. Finally the wolf tries to get into the house through the chimney. He is burned or scalded with boiling water [J2133.7, cf. K891.1.]. Cf. Type 43. Or, three pigs build one house of straw, one of sticks, and one of iron. The wolf destroys the first two houses and eats the pigs but the third pig is able to outwit him. (Previously Type 124A*.)"
1245,125,The Wolf Flees from the Wolf-head,"Domestic animals (sheep, donkey) find a sack and the head (bones) of a dangerous animal (wolf, tiger). They meet another wolf and make him believe that they have killed one of his kind. The wolf flees in terror [K1715.3]. Cf. Types 126, 1149."
1246,125B*,Contest between Donkey and Lion (previously Ass Overawes Lion),"(Including the previous Types 125C* and 125D*.) This tale exists chiefly in three different forms: (1) A donkey brags to a lion about his abilities and is challenged to press water out of a piece of wood (offers to beat water from the ground with his hoof). When the donkey urinates from the effort, the lion takes him for the stronger animal. Cf. Type 118. (2) A lion pulls down the top of a tree and challenges a donkey to do the same thing. The donkey is thrown into a bush where he falls on a rabbit and kills it. After that the donkey boasts about his abilities (previously Type 125C*). Cf. Type 1051 (with human actors). (3) A donkey impresses a lion by catching a fish in his ear while he takes a bath in the river (previously Type 125D*). Cf. Type 103C*."
1247,126,The Sheep Chases the Wolf,A wolf (tiger) wants to eat a sheep (goat). The sheep pretends to eat wolves and chases the wolf away [K1715]. Cf. Type 1149.
1248,126A*,The Frightened Wolves,"A he-goat, a cat and a ram run away from their owners. When they meet some wolves and a bear, they take refuge in a tree. While they are in the tree, the wolves threaten to eat them. The he-goat falls in fright on a wolf and injures him with his horns. The wolves run away. Cf. Type 130, 1154."
1249,127A*,The Wolf Induces the Goat to Come down from a Cliff and Devours it,"In some variants the goat refuses to come [K815, K2061.4]. Cf. Type 242."
1250,127B*,The Goat Eats in the Garden and Is Caught,"The fox says, If your sense were as long as your beard, you would have looked for an exit as well as an entrance. [J2136.3]."
1251,129,Two Sheep Kill a Fox who licked up the blood they spilled in a fight [J624,1].
1252,129A*,Sheep Licks her New-born Lamb,"When a wolf watches this he says, This is not fair. If I were to do that they would say I was eating it. [J1909.5]. Cf. Type 1837*."
1253,130,The Animals in Night Quarters,"(Bremen Town Musicians.) Donkey, dog, cat and rooster are ill-treated by their owners because they are too old to work. They run away [B296] and find a lonely house in the forest [N776]. Thieves come and begin to divide their money. The four animals climb on one anothers backs and cry all at once [K335.1.4]. The thieves (robbers) are frightened and run away, leaving the money there. When the thieves try to come back the animals hide in various parts of the house and attack them with their characteristic powers [K1161]. The four animals drive the thieves away and live happily ever after. Cf. Type 210."
1254,130A,Animals Build Themselves a House,"Domestic animals (ox, rooster, ram, pig) escape from their owner and want to build a house. In some variants only one of them builds a house for the winter and the others think they do not need one. The animal with the house nevertheless must give them shelter. Cf. Types 43, 80, and 81."
1255,130B,Fleeing Animals Threatened with Death (previously Animals in Flight after Threatened Death),"Domestic animals (goat, ram, cat, donkey, dog, rooster) flee from their home. In the night a pack of wolves wants to eat them, but they defend themselves successfully. Cf. Types 130."
1256,130C,Animals in Company of a Man,"Donkey, goat, dog and cat look for a new home. They find an old woman (man) and promise to work for her. In some variants they cheat the old person, and in other variants they help her."
1257,130D*,Animals Warm Themselves,"Domestic animals flee because they are treated badly. To start a fire, the cat advises the goat to wind some birch bark around his head like horns and to have a fight with the ram. The bark begins to burn. A bear warms himself at the fire. When they are attacked by wolves, they defend themselves successfully."
1258,131,The Tiger as False Friend to the Cow,"A tiger and a cow become friends and both bear offspring. The tiger drinks water downstream from the cow, decides her flesh would be sweet, and kills and devours her. The calf flees. The cub of the tiger is ashamed of its mother and accompanies the calf on adventures [J427]. Cf. Type 59*."
1259,132,"The Goat Admires his Horns in the Water, and says to himself that he does not have to fear the wolf","The wolf stands behind him and asks what he was saying. The goat answers, Nothing people who have drunk too much say foolish things. [K1775]. Cf. Type 111A*."
1260,133*,The Goat Carries the Snake over a Stream,"A goat (turtle, fox) carries a snake (scorpion, crocodile) over a river. When they have crossed it, the snake kills the goat: Nature always asserts itself [U124]. In some variants the goat kills the snake [K952.1]. Cf. Types 155, 279*."
1261,135*,The Mouse Makes a Boat of a Bread-crust,She takes other animals and birds into the boat and it capsizes. The animals quarrel [B295.1].
1262,135A*,The Fox Stumbles over a Violin,"When he is chased by dogs, a fox stumbles over a violin and says, What a fine opportunity to dance if I had the time! [J864.1]."
1263,136,The Wolf Surprises the Pig in an Apple Tree,"A wolf sees a pig in an apple tree. He promises not to eat the pig if the pig will throw him one his hams. The pig throws down a piece of thorny wood instead, which cuts the wolfs throat [K1043]. Cf. Type 74C*."
1264,136A*,Confession of Animals,"A cat says she will confess her sins. Other animals (hare, wolf, fox) want to do the same and accompany her. At a ditch the cat says, He who can cross it safely shall be without sin. [M114].Only the cat crosses the ditch; the other animals fall in and the cat laughs at them."
1265,137,The Filthy Hog and the Clean Fish,"A fish laughs at a hog because it is so filthy. The hog says to the fish, People will spit when they eat you, whereas in my case all will lick their fingers. Cf. Type 283D*."
1266,150,The Three Teachings of the Bird (previously Advice of the Fox),"In return for his freedom, a bird (fox) gives a man three pieces of advice: first, never try to reach the unattainable [J21.14], second Do not regret a thing that is past [J21.12], and third, Never believe what is beyond belief [J21.13]. The bird tells him a lie. The man regrets having freed the bird, and the bird says that the man learned nothing from the advice [K604]. In some (parodistic) variants a fox promises three pieces of advice to a ferryman. As they cross the river the fox offers two trivial aphorisms. When they reach the bank, the fox, as the third piece of advice, tells the ferryman that he will never get rich if he transports everyone so cheaply."
1267,150A*,The Frogs Counsels,"(Including the previous Type 278C*.) A farmer agrees to take in a frog for the winter, and in return it gives him three trite counsels [K604]. The frog is beaten and therefore becomes hunchbacked [A2356.2.1]. (Previously Type 278C*.)"
1268,151,A Man Teaches a Wild Animal to Play the Fiddle (previously The Man Teaches Bears to Play the Fiddle),"A wild animal (bear, wolf) sees a man playing the fiddle in the forest, or a man is locked up with a dangerous animal (lion, tiger, wolf). He plays on his fiddle for the animal, who asks to learn how to play the instrument. The man says he must cut his claws and catches the animals paws in a cleft tree [K1111.0.1]. Similarly the man tricks other animals. After the animals get free, they try in vain to take revenge. Cf. Types 38, 168, and 1159."
1269,151*,The Lion in Love,"A lion in love asks to marry the daughter of a farmer, who tells him he must give up his teeth and his claws. He allows them to be cut, but then he is helpless against the farmers abuse [J642.1]."
1270,152,The Plowman and the Animals (previously The Man Paints the Bear),"(Including the previous Type 152B*.) A plowman punishes animals that disturb him in his work. He burns a bear (wolf) with red-hot iron [K1013.3], tears off the legs of a crow (magpie) and pricks a gadfly with a blade of grass. Cf. Types 8, 153. The animals then watch the man with his girlfriend and interpret his behavior accordingly. The bear says: He is drawing a pattern on her sides. The crow says, He is twisting her leg. The gadfly says, He is sticking a stalk of grass into her backside. [J2211]. (Previously Type 152B*.)"
1271,152A*,The Wife Scalds the Wolf,"At a signal from her husband, a wife scalds a wolf with boiling water. The next day, the man is attacked by the wolf. He escapes by shouting, Pour, Catherine! The wolf flees."
1272,153,The Gelding of the Bear and the Fetching of Salve,"A man tells a bear that the horse is strong because it is gelded. The bear has the man geld him to make him strong [K1012.1]. The next day the bear wants to geld the man. The man substitutes his wife [K241] to pretend they have been already castrated. The bear is shocked by the wound of the woman and goes for salve. A fox guards the woman, but she drives him away with her farts. Cf. Type 1133."
1273,154,The Fox and His Members (previously Bear-food),"(Including the previous Type 160B*.) A man in anger calls his horse bear-food. A bear comes and threatens to eat the horse [C25]. A fox agrees to help the man against the bear in return for geese. The fox goes into the forest and imitates the barking of dogs. The bear is intimidated and killed. The man pretends to go for the geese but instead brings dogs back in his bag [K235]. The dogs chase the fox to his hole. Here the fox asks his feet, eyes, ears, and tail how they helped him in his flight. His tail admits that it did not help. As a punishment the fox sticks out his tail and is attacked by dogs [J2351.1]. In some variants a hare asks his members about their help in his flight [U242.1]. (Previously Type 160B*.)"
1274,155,The Ungrateful Snake Returned to Captivity,"A man rescues a snake (wolf, bear, tiger) from a trap. In return the snake seeks to kill the rescuer [W154.2.1]. Other animals are asked if a good deed should be repayed with a bad one. The fox, as judge, asks the snake to show how it was trapped. The snake is tricked into captivity [J1172.3]. Cf. Types 331, 926A. In some variants a man warms a cold snake. The ungrateful snake bites the man and he dies."
1275,156,Androcles and the Lion (previously Thorn Removed from Lions Paw [Androcles and the Lion]),"(Including the previous Type 156A*.) A shepherd pulls a thorn out of a lions paw. When the shepherd is thrown as a punishment into a pit of lions, the lion recognizes him and licks his hand instead of tearing him to pieces. The emperor releases both [B381]. Or, a bone is removed from an animals (wolf, tiger, bear) throat, and later the animal shows gratitude to the rescuer [B382]. (Previously Type 156A*.) Cf. Type 76."
1276,156A,The Faith of the Lion,"A man rescues a lion (often from a struggle with a dragon) and out of gratitude it follows the man for his whole life, even to his grave [B301.8]."
1277,156B*,The Grateful Snake (previously Woman as Snakes Midwife),"(Including the previous Type 738*.) This miscellaneous type comprises various tales dealing with a person (man, woman) who helps a snake (e.g. in a battle or to give birth). The snake rewards the person (with gold or money). Cf. Types 285A, 476*, 476**."
1278,156C*,The Boy and the Bear in Pit,"A boy falls into a pit on top of a bear, and helps him to get out of the pit. The bear helps the boy and shows him where to find money. Cf. Types 160, 168."
1279,157,Animals Learn to Fear Men (previously Learning to Fear Men),"A wolf (lion, bear) boasts about being stronger than a man. The fox wants to convince him that men are dangerous. They see a boy, and the fox explains that he will be a man later. When they meet an old man, the fox says this was a man but is no longer one. Then they see an armed hunter. The wolf approaches, but the man shots and stabs him with a sabre. Later the wolf tells the fox he could have defeated the man if he did not spit fire and attack him with a sharp rib [J17, J32]."
1280,157A,The Lion Searches for Man,"A young lion, warned by his parents to shun man [J22.1], asks other large animals if they are man. They answer that they are only the ill-treated servants of men. He meets a man and is scornful of him, but the man tricks him into entering a cage and leaves him to starve. Or, the man tricks the lion into placing his claws in a cleft of a tree where he is trapped [K1111]. Cf. Types 38, 151."
1281,157B,The Sparrow and his Sons,"A sparrow whose children were lost meets them again and asks how they survived. Three of them tell where they lived, and the sparrow praises them. The fourth lives in a church and the old sparrow admires his wise decision [J13]."
1282,157C*,Hiding from Men,"The animals want to hide themselves from men. The wild beasts hide in the forest, the birds in the air, the fish in the water. However, man catches them all with his gun, his noose and his fishing-rod."
1283,158,The Wild Animals on the Sleigh,"Other animals ask the fox for a ride on his sleigh, which breaks. To repair it, the animals bring unsatisfactory material from the forest [B831]. When the fox goes for good material they eat the horse and build a dummy to replace it."
1284,159,Captured Wild Animals Ransom Themselves,"An old couple spread pitch on a straw calf. One after another, a bear, a wolf, a fox, and a hare touch the calf and stick to it. In return for not being slaughtered, they promise to bring cows, horses, geese and cabbage. Thus the animals ransom themselves and the old people get rich [B278]. Cf. Type 175."
1285,159*,Quarrel over the Stag,"Sitting in a tree, a man hears a lion, a dog, a cat and an eagle quarreling over a dead stag (donkey). They ask the man to arbitrate [B392]. Cf. Type 554."
1286,159A,Animals Warm Selves at Charcoal Burners Fire,"They are sent after food for dinner. Each of them brings some back, but the charcoal burner drives them away or kills them. Cf. Type 130."
1287,159B,Enmity of Lion and Man,"A lion (bear) helps a man with his work. The man praises his virtues but criticizes the bad smell of his mouth. The lion forces the man to strike him on his head with an axe. After a year, the man and the lion meet again. The lion says that his wound is healed but it stills hurts, and devours the man [W185.6]. Cf. Type 285A. In some variants the mans wife complains about the lion. The lion overhears this and forces the man to wound him."
1288,159C,The Lion and the Statue,"In order to demonstrate the superiority of humans over animals, a man shows a lion a statue of a conquered lion. The lion replies that if a lion had made the statue, it would have looked different [J1454]."
1289,160,"Grateful Animals, Ungrateful Man [W154","8]. A traveler saves a tiger (lion, crow), a monkey (bear), a snake, and a man (jeweler) from a pit (from a tree trunk floating in a flood). The animals give their rescuer a reward or promise to help him later. One animal gives him stolen jewels [B361]. The man also promises to reward the rescuer but later he denies it. He accuses the rescuer before the king of having stolen the jewels. The rescuer is to be punished. The snake saves him by biting the kings child and then showing the rescuer the proper remedy [B522.1, B522.2, B512]. (Cf. Type 101.) The traveler is freed and the jeweler is punished. Often the traveler is warned not to rescue the man."
1290,160*,A Woman Betrays a Bear (previously The Woman Betrays the Bears),A woman is attacked by a bear in the forest. The bear lays her down near a stump of a tree and starts to dig a hole. The woman ties her head-covering to the stump and slips away [K525].
1291,161,The Farmer Betrays the Fox by Pointing,"A farmer hides a fox from the hunters in a basket, and promises not betray him. When the hunters come, he says, The fox just went over the hill, but he points to the basket. The hunters do not see this. When the farmer asks the fox to thank him, the fox answers that he would have thanked him if gestures and words had agreed with each other [K2315]."
1292,161A*,The Bear with the Wooden Leg,"(Including the previous Type 163B*.) A poor old man cuts off a sleeping bears leg with an axe. His wife cooks the leg and spins the fur into yarn. The bear makes himself a leg from linden wood. At night he comes to the house and eats the old man. Or, the bear comes to the house and sings about what was done to him, All the people are asleep; so are the little birds. Only one old woman is awake, and she spins my wool and boils my flesh. (Previously Type 163B*.)"
1293,162,The Master Looks More Closely than the Farmhand,"A stag hides from hunters in a stable, but the cows warn him that he would be more secure in the forest. The farmhand does not notice him, but the master finds him and kills him [J1032, cf. J582.1]."
1294,162A*,"The Wolf Steals and Eats One Sheep, then two, and finally the whole herd and the shepherd",The wolf is killed. Cf. Type 2028.
1295,163,The Singing Wolf,"By his singing (threats or compliments) the wolf compels an old man to surrender his cattle, his children and grandchildren, and finally his wife. In the end the wolf eats the man [Z33.4.2]. Cf. Type 100."
1296,165,"Fish, not Flesh (previously The Wolf in the Company of Saints)","The wolf promises to give up eating flesh. When he finds a pig in a puddle, he says, Its fish, not flesh, and eats it up. Or, the wolf promises to give up killing animals and wants to be a saint. On his way to the desert he wrings the neck of a gander. He excuses himself, saying: He should not have hissed at a saint. [K2055.1, cf. U236]. Cf. Types 20D*, 113B."
1297,165B*,The Wolf Punished by Being Married,The wolf is condemned to the most severe punishment. He is forced to get married [K583]. Cf. Type 1516*. In some variants the wolf must take two wives.
1298,166A*,The Wolf Puts his Tail through the Window of the stable and alarms the sheep,The farmer snatches at the tail and tears it off.
1299,166B*,The Wolf Tries to Get Horses (previously Wolf and Horses),"(Including the previous Types 166B1*166B3*.) In the night a wolf comes near the horses. He plunges into the river and then shakes near the fire to exstinguish it (previously Type 166B2*) or he wallows in the mud to splash it into the eyes of the horses (previously Type 166B3*). A sleeping driver awakes, seizes the wolfs tail and tears it off (previously Type 166B1*)."
1300,168,The Musician in the Wolf Trap,"(Including the previous Type 160A.) A violinist falls into a wolfs hole (sometimes together with a bear). There he encounters a wolf already trapped, and saves himself by playing music [K551.3.1] until someone (sometimes the bear) helps him out of the hole. The wolf is killed [B848.1]. Cf. Types 151, 1652."
1301,168A,The Old Woman and the Wolf Fall into the Pit Together,The old woman urges the wolf and other animals to sit still. She is rescued by a hunter who either kills the animals or saves them [K735].
1302,169*,Miscellaneous Tales of Wolves and Men,"(Including the previous Types 156*, 157***, 162*, 164A*, 165A*, 169A*169F*, 169J*, and 169L*) Three main themes can be distinguished: (1) Tales of wolves that do not attack the people they meet. (2) Tales of wolves that harm or want to harm people. (3) Tales of wolves that are punished by people."
1303,169K*,The Man Drives with a Tub and Little Pigs,Wolves attack a man. He pulls a tub over himself and the little pigs. The wolves put their paws under the tub and the man splits them with a knife. Cf. Type 179B*.
1304,170,The Fox Eats his Fellow-lodgers,"A fox who has a shoe spends the night in a house with a rooster. The fox destroys the shoe and blames the rooster, which he demands as reparation. The next night, in another house, the fox eats the rooster, and in the morning he accuses a sheep of having eaten it. He demands the sheep. In the next house he blames the ox for having eaten the sheep, etc. [K443.7]. Cf. Type 1655."
1305,171A*,The Bear Plays with the Boars Young,"A boar pursues him. The bear climbs up a tree, but the branch breaks and the bear falls down on the boar. They fight each other and the bear is killed."
1306,173,Human and Animal Life Spans Are Readjusted (previously Men and Animals Readjust Span of Life),"(Including the previous Type 828.) God (Zeus) originally gives 30 years to all animals and humans. Donkey, dog and monkey refuse some of their years because of their sufferings. Man wants to have more years and takes them from the animals. Therefore in the middle of their lives people must do the hard work of a donkey, then they bark like old dogs, and at last they are foolish like monkeys [A1321]. (Previously Type 828.)"
1307,175,The Tarbaby and the Rabbit,"A cunning rabbit (hare, fox, jackal) steals fruit from a garden (field). A figure spread with tar, wax or glue is set out to trap the thief. The rabbit tries to make the tarbaby talk and finally becomes so angry that he strikes it. He sticks to the tarbaby and is captured [K741]. The rabbit is punished [K581.2] or escapes. Cf. Type 159."
1308,177,The Thief and the Tiger,"A tiger overhears a person saying that he fears something worse than the tiger. The word is unknown to the tiger (dripping of rain, sweet, twilight). Thinking it must be a terrible thing, the tiger hides (sometimes among sheep) and is found by a drunken man (thief) who mistakes him for his horse. He rides off on the tiger [J2132.4, cf. N691.1.2] (steals it because it seems to be a very big sheep [N392]). The tiger thinks the man must be the terrible thing he has heard about and meekly submits. In the morning the man sees his mistake and flees. Cf. Type 1692."
1309,178,The Faithful Animal Rashly Killed,"See Types 178A178C, 916."
1310,178A,The Innocent Dog (previously Llewellyn and His Dog),"A dog (cat, mouse) saves his masters child from a snake. When the master sees the dogs bloody mouth, he thinks the dog has eaten the child and kills it. Later on he finds the dead snake and realizes his mistake [B331.2, B331.2.1]."
1311,178B,The Faithful Dog as Security for a Debt,"A poor man leaves his dog with a wealthy man as security for a large loan [B579.6]. The dog helps the wealthy man by retrieving stolen goods and driving off thieves. The grateful man sends the dog back to its owner with a letter saying the debt is cancelled. The owner, thinking the dog has run away, kills it [B331.2.2] before he finds the letter."
1312,178C,The Thirsty King Kills his Faithful Falcon,A king who is out hunting is about to drink a cup of water. His falcon (horse) knocks the cup from his hand. The enraged king kills the falcon. Then he finds out that the cup was full of poison from a snake [B331.1.1].
1313,179,What the Bear Whispered in his Ear,"A traveler and his guide (two friends) go through a forest in which they meet a dangerous bear. The guide climbs a tree and leaves the traveler at the mercy of the bear. The traveler feigns death and the bear sniffs at him and leaves. The guide wants to know what the bear said to him. The traveler answers, He said, never trust a coward like you. [J1488]."
1314,179*,Tales about Men and Bears (previously Men and Bear miscellaneous),(Including the previous Type 171B*.) This miscellaneous type consists of various tales in which the bear is generally hurt (killed).
1315,179A*,The Bear Pursues the Man (previously The Bear Pursues the Man who Hides in a Bush),"A bear pursues a man who hides in a bush. When the bear puts his paws around the bush, the man rips open the bears belly."
1316,179A**,Man and Bear Hold Each Other Around a Tree,"A man and a bear take hold of each other around a tree and will not let go. Another man hurries home for help, but does not come back for a long time. When he comes at last, his comrade, who is holding the bears paws, makes him to take his place and goes away. He also stays away for a long time, to take revenge for his friends thoughtlessness."
1317,179B*,An Old Man Carrying a Kneading Trough,"A man goes through the forest, lies down to rest, and draws a trough over himself. A hare, a wolf, a fox, and a bear come and admire the fine little table. All of them bring something to eat: a cabbage, a lamb, a goose, some honey. Then the man under the table moves, the animals run away and the man gets all their food. Cf. Type 169K*."
1318,180,The Rebounding Bow,A hunter who has killed several animals is bitten by a snake. A jackal comes by and nibbles at the hunters bowstring. He is killed when the bow rebounds [J514.2].
1319,181,The Man Tells the Leopards Secret (previously The Man Tells the Tigers Secret),"A lizard and leopard (tiger) play hide and seek. The lizard fastens himself (a crab) onto the leopards tail or coats himself with mud so that the leopard cannot grab him. A man witnesses their contest. The leopard is ashamed [J411.10] and threatens him unless he maintains silence. The man betrays the secret and the leopard carries him off. The man escapes by making a noise so that the leopard thinks that the lizard is coming [K1715.5], or by saying he has eggs from which lizards will soon hatch."
1320,182,The Helpful Animal and the Snake,"The helpful animal sees a snake bite his master. He catches a crow, who is the snakes confederate, and forces the snake to revive his master by sucking out the poison [B478, B511.1.3]."
1321,183*,The Hare Promises to Dance,The hare says he will dance when the gate is opened. He escapes [K571.1]. Cf. Type 226.
1322,184,Half of the Money Thrown into Water,A man makes money by selling milk (wine) mixed with water. A monkey throws the mans money alternately into water and on land (ship) because the man sold half water and half milk [J1551.9].
1323,185,The Nightcap Dealer and the Monkeys,"A man who sells nightcaps puts one on and lies down to sleep. Some monkeys steal some of his caps and put them on. When the man wakes up and sees that the monkeys have his nightcaps, he takes his off and throws it in anger down on the ground. The monkeys copy him, so he gets his nightcaps back [B786]."
1324,186,The Monkey and the Nut,"A monkey throws a nut away because it has a bitter shell, and overlooks the edible kernel [J369.2]."
1325,2250,Unfinished Tales,"Miscellaneous type. The narrator tells about someone who has found something, but stops just as the tale gets interesting. If the found object had been longer, so would my tale. [Z12]."
1326,2251,The Rabbits Tail,"When he dies, the king leaves a great mountain to his three sons. They dig into it and find a big iron box with a frying pan inside it, and a little rabbit under that. The rabbit has only a stump for a tail. If his tail had been longer, so would this tale."
1327,2260,The Golden Key,"A boy finds a little box and keeps it. Later he finds a little key. He discovers that the key fits the lock on the box. When he opens the box, he finds a calfs tail (mouses tail, fur) inside. If the tail had been longer, so would this tale. (Or, he opens the box but what he finds there will be told another time.)"
1328,2271,Mock Stories for Children,"Miscellaneous type. When children annoy their parents by persistently demanding a story, the latter retaliate by telling a brief mock story. For example, the parents tell about people (animals), of whom the third is named Enough (Stop). The parents ask the child what the name of the third person was. When the child answers, Enough, the parents end the tale."
1329,2275,Trick Stories (previously I Give you the Story of the Green Pig),"Miscellaneous type. The narrator asks the listeners a question and expects a particular answer. The dialog continues until the answer is given. For example, Ill tell you the story about the green pig Shall I You should. I didnt say you should. Ill tell you the story about the green pig, etc."
1330,2200,Catch Tales,Miscellaneous type. The manner of telling forces a listener to ask a particular question (to complete something that is missing). The narrator gives him a ridiculous (obscene) answer [Z13].
1331,2202,Teller Is Killed in his own Tale,"The narrator relates a dramatic event that supposedly happened to himself. The listener is induced to ask a question about what happened further, to which the narrator replies that he was killed [Z13.2]."
1332,2204,The Dogs Cigar,"A man in a train smokes a cigar (pipe), which falls out of the train. His dog jumps out after it, and is waiting at the next station when the train arrives there. What do you think he had in his mouth The cigar No, his tongue."
1333,2205,"Come Here, Lean! Three girls find three coins and use them to buy three pigs, named Lean, Fat, and Tail","They call their pigs: Come here, Lean! I cant, I am too lean. Come here, Fat! I cant, I am too fat. Come here ... to the listener, What was the third one called Tail Lift your tail. (another answer that depends on double-entendre)."
1334,2030,The Old Woman and her Pig,"(Including the previous Types 2030AH, 2030J, 2030A*E*, 2034B, 2034E.) This miscellaneous type consists of various chain tales in which a person (animal) wants an animal (person, object) to do something (go home, pick pears, grow, get some beer, eat, reap grain). The animal refuses. The person threatens him by asking someone else (person, animal, object, or element: e.g. dog, stick, fire, water, butcher) for help. The request is not granted (the help is postponed until some demand can be met). Finally someone (hangman, angel of death, animal) obliges, and all the others in succession do what the person had wanted them to [Z41, Z41.3, Z41.4, Z41.4.1, Z41.4.2, Z41.7, Z41.7.1, Z41.8, Z41.9]. In a few variants, a mouse eats cheese (wheat, wick of an eternal flame). A cat condemns the mouse and eats it as punishment; a dog eats the cat for eating the mouse. Each animal, object, or element is blamed for having damaged the one before it, and is then punished [Z41.1]. (Previously Type 2030C.)"
1335,2031,Stronger and Strongest,"An ant (sparrow, hare) hurts himself on some ice, which he thinks must be the strongest thing in the world. The ice says this is not true, because the sun can melt it. The sun says it is not the strongest, because a cloud can obscure it. The cloud thinks a mountain is stronger. The mountain thinks grass or a mouse is stronger, the mouse thinks the cat is stronger, etc. (also fire, water, cattle, knive, butcher) [L392, Z42]. The cat (rat, God, human) is finally the strongest, or the question remains undecided."
1336,2031A,The Esdras Chain: Stronger and Strongest,"The Jewish bodyguards of the Persian king Darius discuss the question, what is the strongest thing in the world The first thinks it is the king; the second, wine; the third, a woman. But the truth is the strongest of all [Z42.1, H631.4, H631.5, H631.8, H631.9]."
1337,2031B,Abraham Learns to Worship God,"At nightfall Abraham worships a star, then the moon which outshines it, and in the morning the sun. Finally he learns to pray only to God [Z42.2]."
1338,2031C,The Mightiest Being as Husband for the Daughter (previously The Man Seeks the Greatest Being as a Husband for his Daughter),"A magician rescues a mouse (rat) which he transforms into a girl. Or, a childless couple wish for a child but instead have a mouse. The magician (parents) thinks the girl is the most beautiful creature in the world and wants to marry her to the mightiest husband. They ask the moon, who refuses and says the sun is brighter than he. The sun refuses because the clouds cover him. The clouds say the wind blows them. The wind says the mountain (castle) stops him. The mountain says a mouse digs inside him. The mouse is therefore the mightiest and becomes the daughters husband [L392]."
1339,2032,The Healing of the Injured Animal (previously The Cocks Whiskers),"(Including the previous Type 2032A.) An animal (mouse) is wounded (by another animal) and asks for help. He is told that this will happen only if he brings a particular object (fulfills some other request). The injured animal has to ask someone else for this object. This develops into a chain of demands and counter-requests, until finally someone (thing) agrees without a counter-request. The animal is treated for his injury, or else he dies before all the requests are granted [Z43]. In Spanish and Portuguese variants, a toad asks a magpie to throw something (a nut) down from a tree. The magpie is afraid its beak will break, but the toad promises to repair it. The beak breaks and the toad goes after horsehair to mend it. He is sent to fulfill other requests, until finally someone does not make a counter-request. Everyone in the chain gets what he or she wanted, and finally the toad brings the horsehair to the magpie [Z43.1.] (Previously Type 2032A.)"
1340,2034,The Mouse Regains its Tail,"A hunting cat bites off a mouses tail. Or, a woman cuts the tail off (belly open) of a mouse (cat, rat) because it stole her milk. The mouse wants to get its tail back. The mouse asks the cat for its tail (the cobbler to sew its belly), but is told it must do something (e.g. bring milk from the goat or cow). The goat wants the mouse to give it grass, the meadow wants water, the well wants eggs, the chicken wants corn, etc. Finally someone complies and all the rest get what they want. Or, the mouse is eaten [Z41.4]."
1341,2034A*,The Wormwood Does Not Want to Rock the Sparrow,"A bird perches on a branch (blade of grass) and wants it to rock him. The plant refuses (says that there is no wind). The bird threatens to bring the goats (hares) to eat the plant; then it threatens the goat with the fox, the fox with the hunter, etc. The last in the series complies, and all the threats are carried out. The branch swings so hard that the bird (almost) falls off [Z41.7]."
